"","Source.DEGenes","Source.GenesOfInterest","DE.Interest","NonDE.Interest","DE.NotInterest","NonDE.NotInterest","p.value","odds.ratio","GeneRatio"
"19","Shared in All","Blake2018-DE.iPSC-endoderm-day3-Unique",118,621,2211,7792,0.999977495505745,0.669697713187679,0.0506655216831258
"20","Shared in iPSC.c1 & MSC.c1","Blake2018-DE.iPSC-endoderm-day3-Unique",42,697,613,9390,0.710028589896588,0.923041433514541,0.0641221374045802
"21","Shared in MSC.c1 & Osteo.c1","Blake2018-DE.iPSC-endoderm-day3-Unique",110,629,1143,8860,0.00357694403464083,1.35554908870433,0.0877893056664006
"22","Unique to iPSC.c1","Blake2018-DE.iPSC-endoderm-day3-Unique",127,612,2055,7948,0.98847276008417,0.802618644551347,0.0582034830430797
"23","Unique to MSC.c1","Blake2018-DE.iPSC-endoderm-day3-Unique",27,712,271,9732,0.0856680111347317,1.36175869902405,0.0906040268456376
"24","Unique to Osteo.c1","Blake2018-DE.iPSC-endoderm-day3-Unique",0,739,1,10002,1,0,0
"25","Shared in All","Blake2020-DE.heart-Unique",216,895,2113,7518,0.975499056680305,0.858699869563561,0.0927436668097896
"26","Shared in iPSC.c1 & MSC.c1","Blake2020-DE.heart-Unique",81,1030,574,9057,0.0481262664674454,1.24081816600099,0.123664122137405
"27","Shared in MSC.c1 & Osteo.c1","Blake2020-DE.heart-Unique",128,983,1125,8506,0.578055021455477,0.984530701420627,0.102154828411812
"28","Unique to iPSC.c1","Blake2020-DE.heart-Unique",230,881,1952,7679,0.379490595261784,1.02701388389081,0.105407882676444
"29","Unique to MSC.c1","Blake2020-DE.heart-Unique",34,1077,264,9367,0.296531334860764,1.12006891749556,0.114093959731544
"30","Unique to Osteo.c1","Blake2020-DE.heart-Unique",0,1111,1,9630,1,0,0
"31","Shared in All","Blake2020-DE.kidney-Unique",44,98,2285,8315,0.00592685391695888,1.63372813177763,0.0188922284242164
"32","Shared in iPSC.c1 & MSC.c1","Blake2020-DE.kidney-Unique",5,137,650,9950,0.939356471648993,0.558675777458859,0.00763358778625954
"33","Shared in MSC.c1 & Osteo.c1","Blake2020-DE.kidney-Unique",14,128,1239,9361,0.786667710251766,0.82639179250154,0.0111731843575419
"34","Unique to iPSC.c1","Blake2020-DE.kidney-Unique",42,100,2140,8460,0.00527652948326389,1.66028074709646,0.0192483959670028
"35","Unique to MSC.c1","Blake2020-DE.kidney-Unique",1,141,297,10303,0.982079458467886,0.246047856471012,0.00335570469798658
"36","Unique to Osteo.c1","Blake2020-DE.kidney-Unique",0,142,1,10599,1,0,0
"37","Shared in All","Blake2020-DE.liver-Unique",95,340,2234,8073,0.487048912391463,1.00970888370085,0.0407900386431945
"38","Shared in iPSC.c1 & MSC.c1","Blake2020-DE.liver-Unique",29,406,626,9681,0.334691396268648,1.10460000263698,0.0442748091603053
"39","Shared in MSC.c1 & Osteo.c1","Blake2020-DE.liver-Unique",52,383,1201,9106,0.446915271445796,1.02941330928143,0.0415003990422985
"40","Unique to iPSC.c1","Blake2020-DE.liver-Unique",105,330,2077,8230,0.0265061082236663,1.26074904621965,0.0481209899175069
"41","Unique to MSC.c1","Blake2020-DE.liver-Unique",14,421,284,10023,0.322041623437105,1.17359423976581,0.0469798657718121
"42","Unique to Osteo.c1","Blake2020-DE.liver-Unique",0,435,1,10306,1,0,0
"43","Shared in All","Blake2020-DE.lung-Unique",47,128,2282,8285,0.0593145611400687,1.33306729294543,0.0201803349076857
"44","Shared in iPSC.c1 & MSC.c1","Blake2020-DE.lung-Unique",11,164,644,9923,0.503487930554573,1.03349487967953,0.016793893129771
"45","Shared in MSC.c1 & Osteo.c1","Blake2020-DE.lung-Unique",22,153,1231,9336,0.387669836816193,1.09054367239986,0.0175578611332801
"46","Unique to iPSC.c1","Blake2020-DE.lung-Unique",33,142,2149,8418,0.713928245668656,0.910336427533996,0.0151237396883593
"47","Unique to MSC.c1","Blake2020-DE.lung-Unique",6,169,292,10275,0.357946222831744,1.24926012182854,0.0201342281879195
"48","Unique to Osteo.c1","Blake2020-DE.lung-Unique",0,175,1,10566,1,0,0
"49","Shared in All","Gokhman2021-DE.Parental.iPSCs-Unique",972,3213,1357,5200,0.00106391241812081,1.15923331489154,0.417346500644053
"50","Shared in iPSC.c1 & MSC.c1","Gokhman2021-DE.Parental.iPSCs-Unique",278,3907,377,6180,0.0329250676612236,1.16637964282668,0.424427480916031
"51","Shared in MSC.c1 & Osteo.c1","Gokhman2021-DE.Parental.iPSCs-Unique",469,3716,784,5773,0.887355328317513,0.92934858785713,0.374301675977654
"52","Unique to iPSC.c1","Gokhman2021-DE.Parental.iPSCs-Unique",1005,3180,1177,5380,2.27192031577961e-14,1.44449198384182,0.460586617781852
"53","Unique to MSC.c1","Gokhman2021-DE.Parental.iPSCs-Unique",107,4078,191,6366,0.876550057398182,0.874503726027233,0.359060402684564
"54","Unique to Osteo.c1","Gokhman2021-DE.Parental.iPSCs-Unique",1,4184,0,6557,0.389592254701173,Inf,1
"55","Shared in All","Gokhman2021-DE.Hybrid.iPSCs-Unique",564,1928,1765,6485,0.0993393702489929,1.07481394378603,0.242164018892228
"56","Shared in iPSC.c1 & MSC.c1","Gokhman2021-DE.Hybrid.iPSCs-Unique",181,2311,474,7776,0.00364415992063011,1.28483024921421,0.276335877862595
"57","Shared in MSC.c1 & Osteo.c1","Gokhman2021-DE.Hybrid.iPSCs-Unique",259,2233,994,7256,0.989654814918937,0.846704746086188,0.206703910614525
"58","Unique to iPSC.c1","Gokhman2021-DE.Hybrid.iPSCs-Unique",634,1858,1548,6702,6.32974846699721e-13,1.47727099426557,0.290559120073327
"59","Unique to MSC.c1","Gokhman2021-DE.Hybrid.iPSCs-Unique",57,2435,241,8009,0.96292186694217,0.777947447158339,0.191275167785235
"60","Unique to Osteo.c1","Gokhman2021-DE.Hybrid.iPSCs-Unique",0,2492,1,8249,1,0,0
"61","Shared in All","Gokhman2021-DE.Parental.CNCCs-Unique",79,306,2250,8107,0.732221269442158,0.930225192841324,0.0339201373980249
"62","Shared in iPSC.c1 & MSC.c1","Gokhman2021-DE.Parental.CNCCs-Unique",23,362,632,9725,0.572629720278938,0.977670622461577,0.0351145038167939
"63","Shared in MSC.c1 & Osteo.c1","Gokhman2021-DE.Parental.CNCCs-Unique",56,329,1197,9160,0.0464972660786148,1.30251010814326,0.0446927374301676
"64","Unique to iPSC.c1","Gokhman2021-DE.Parental.CNCCs-Unique",59,326,2123,8234,0.9955589541341,0.701960993400159,0.0270394133822181
"65","Unique to MSC.c1","Gokhman2021-DE.Parental.CNCCs-Unique",17,368,281,10076,0.0397643416481638,1.65636189726295,0.0570469798657718
"66","Unique to Osteo.c1","Gokhman2021-DE.Parental.CNCCs-Unique",0,385,1,10356,1,0,0
"67","Shared in All","Gokhman2021-DE.Hybrid.CNCCs-Unique",177,795,2152,7618,0.99775691078616,0.788168780904494,0.0759982825246887
"68","Shared in iPSC.c1 & MSC.c1","Gokhman2021-DE.Hybrid.CNCCs-Unique",61,911,594,9176,0.424879156937941,1.03437879014819,0.0931297709923664
"69","Shared in MSC.c1 & Osteo.c1","Gokhman2021-DE.Hybrid.CNCCs-Unique",144,828,1109,8661,0.00107577197146613,1.35817102022383,0.114924181963288
"70","Unique to iPSC.c1","Gokhman2021-DE.Hybrid.CNCCs-Unique",166,806,2016,7754,0.996690643317911,0.792175022726217,0.076076993583868
"71","Unique to MSC.c1","Gokhman2021-DE.Hybrid.CNCCs-Unique",24,948,274,9496,0.756885289287592,0.877385597375638,0.0805369127516778
"72","Unique to Osteo.c1","Gokhman2021-DE.Hybrid.CNCCs-Unique",0,972,1,9769,1,0,0
"73","Shared in All","Gokhman2020-DMR.bone",59,171,2270,8242,0.0831659815533198,1.25271685788762,0.0253327608415629
"74","Shared in iPSC.c1 & MSC.c1","Gokhman2020-DMR.bone",14,216,641,9871,0.542701453373237,0.998107876416941,0.0213740458015267
"75","Shared in MSC.c1 & Osteo.c1","Gokhman2020-DMR.bone",35,195,1218,9294,0.0594276424915909,1.3695358309081,0.0279329608938547
"76","Unique to iPSC.c1","Gokhman2020-DMR.bone",48,182,2134,8378,0.442464286752209,1.0354179498499,0.0219981668194317
"77","Unique to MSC.c1","Gokhman2020-DMR.bone",4,226,294,10218,0.885760182708402,0.615151864073954,0.0134228187919463
"78","Unique to Osteo.c1","Gokhman2020-DMR.bone",0,230,1,10511,1,0,0
"79","Shared in All","Hsu2019-GWAS.hip.geometry",1,6,2328,8407,0.819355376316244,0.601910582221118,0.0004293688278231
"80","Shared in iPSC.c1 & MSC.c1","Hsu2019-GWAS.hip.geometry",1,6,654,10081,0.356300820853254,2.56869012749798,0.00152671755725191
"81","Shared in MSC.c1 & Osteo.c1","Hsu2019-GWAS.hip.geometry",0,7,1253,9482,1,0,0
"82","Unique to iPSC.c1","Hsu2019-GWAS.hip.geometry",0,7,2182,8553,1,0,0
"83","Unique to MSC.c1","Hsu2019-GWAS.hip.geometry",0,7,298,10437,1,0,0
"84","Unique to Osteo.c1","Hsu2019-GWAS.hip.geometry",0,7,1,10734,1,0,0
"85","Shared in All","Styrkarsdottir2019-GWAS.bone.area",1,6,2328,8407,0.819355376316244,0.601910582221118,0.0004293688278231
"86","Shared in iPSC.c1 & MSC.c1","Styrkarsdottir2019-GWAS.bone.area",2,5,653,10082,0.0635361411203071,6.17355188827097,0.00305343511450382
"87","Shared in MSC.c1 & Osteo.c1","Styrkarsdottir2019-GWAS.bone.area",1,6,1252,9483,0.580400530236787,1.26234934828653,0.000798084596967279
"88","Unique to iPSC.c1","Styrkarsdottir2019-GWAS.bone.area",3,4,2179,8556,0.153391249524191,2.94452481415489,0.00137488542621448
"89","Unique to MSC.c1","Styrkarsdottir2019-GWAS.bone.area",0,7,298,10437,1,0,0
"90","Unique to Osteo.c1","Styrkarsdottir2019-GWAS.bone.area",0,7,1,10734,1,0,0
"91","Shared in All","Yengo2018-GWAS.height",205,858,2124,7555,0.98013015547606,0.849874941839287,0.0880206097037355
"92","Shared in iPSC.c1 & MSC.c1","Yengo2018-GWAS.height",70,993,585,9094,0.260490486771467,1.09586456497633,0.106870229007634
"93","Shared in MSC.c1 & Osteo.c1","Yengo2018-GWAS.height",129,934,1124,8555,0.322125395406945,1.05123086423696,0.102952913008779
"94","Unique to iPSC.c1","Yengo2018-GWAS.height",241,822,1941,7738,0.025214141545684,1.16884519422246,0.11044912923923
"95","Unique to MSC.c1","Yengo2018-GWAS.height",39,1024,259,9420,0.0420764480563869,1.38515794464274,0.130872483221477
"96","Unique to Osteo.c1","Yengo2018-GWAS.height",0,1063,1,9678,1,0,0
"97","Shared in All","Steinberg2020-GWAS.OA",67,278,2262,8135,0.865461376276521,0.866764634387365,0.0287677114641477
"98","Shared in iPSC.c1 & MSC.c1","Steinberg2020-GWAS.OA",22,323,633,9764,0.445516330828218,1.05062874716449,0.033587786259542
"99","Shared in MSC.c1 & Osteo.c1","Steinberg2020-GWAS.OA",38,307,1215,9182,0.674132285703552,0.935415333587285,0.0303272146847566
"100","Unique to iPSC.c1","Steinberg2020-GWAS.OA",74,271,2108,8289,0.317366406876716,1.0737308618573,0.0339138405132906
"101","Unique to MSC.c1","Steinberg2020-GWAS.OA",14,331,284,10113,0.0996921058846652,1.50603759944697,0.0469798657718121
"102","Unique to Osteo.c1","Steinberg2020-GWAS.OA",0,345,1,10396,1,0,0
"103","Shared in All","Morris2020-GWAS.OP",89,367,2240,8046,0.88663955715678,0.871087970574983,0.0382138256762559
"104","Shared in iPSC.c1 & MSC.c1","Morris2020-GWAS.OP",31,425,624,9662,0.288450302008399,1.12939719835809,0.0473282442748092
"105","Shared in MSC.c1 & Osteo.c1","Morris2020-GWAS.OP",60,396,1193,9093,0.172825784341877,1.15480358212895,0.0478850758180367
"106","Unique to iPSC.c1","Morris2020-GWAS.OP",92,364,2090,8196,0.549080878805781,0.991156159212796,0.0421631530705774
"107","Unique to MSC.c1","Morris2020-GWAS.OP",16,440,282,10004,0.199174548013009,1.28997071480293,0.0536912751677852
"108","Unique to Osteo.c1","Morris2020-GWAS.OP",0,456,1,10285,1,0,0
